item_id,source_file,response_type,line_number,section_heading,line_type,suggested_scope,recommendation_text,decision_status,decision_id,implementation_status,review_notes,content_sha256_16
claude_20aecd1f4225faf9,results\v06_claude_after_gate_next_step.md,other,28,Hard No-Build List,sentence,unknown,â **Do NOT build yet:**,pending,,not_started,,20aecd1f4225faf9
claude_eab4922fc3f9ca99,results\v06_claude_macro_holdout_decision.md,macro_holdout,1,,sentence,macro_policy,﻿# Recommendation: Separate Macro Holdout Queue,pending,,not_started,,eab4922fc3f9ca99
claude_67f665596dcd1cfb,results\v06_claude_macro_holdout_decision.md,macro_holdout,5,Rule,bullet,tg,**Move to `macro_holdout` queue (bypass TG gate):**,pending,,not_started,,67f665596dcd1cfb
claude_5027bce17705544f,results\v06_claude_macro_holdout_decision.md,macro_holdout,6,Rule,bullet,asset_attribution,`route_macro_policy=TRUE` AND `asset IS NULL`,pending,,not_started,,5027bce17705544f
claude_310942cb0b3b59e4,results\v06_claude_macro_holdout_decision.md,macro_holdout,9,Rule,bullet,qa,**Remain in `manual_review_required` (blocks gate):**,pending,,not_started,,310942cb0b3b59e4
claude_3f91046d782af876,results\v06_claude_macro_holdout_decision.md,macro_holdout,17,Risk Controls,numbered,tg,**Velocity gate**: Publish â¤5 macro_holdout events per 24h; flag if exceeded,pending,,not_started,,3f91046d782af876
claude_b9f9573026b454b6,results\v06_claude_macro_holdout_decision.md,macro_holdout,25,Expected Impact,bullet,tg,**TG gate: 19/201 = 9.45%** â (meets â¤10%),pending,,not_started,,b9f9573026b454b6
claude_b0756eaddb8753ff,results\v06_claude_manual_reduction_call_status.md,manual_reduction,14,Claude Call Status,bullet,unknown,error: SSL EOF / connection reset to `https://openrouter.ai/api/v1/chat/completions`,pending,,not_started,,b0756eaddb8753ff
claude_95cdfb1421b05208,results\v06_claude_manual_reduction_call_status.md,manual_reduction,22,Claude Call Status,numbered,unknown,Run the same command on your machine/network where OpenRouter connectivity is stable.,pending,,not_started,,95cdfb1421b05208
claude_0d6ae1a91aae9e6a,results\v06_claude_manual_reduction_call_status.md,manual_reduction,25,Claude Call Status,numbered,unknown,I will apply Claude's decisions directly to pipeline rules.,pending,,not_started,,0d6ae1a91aae9e6a
claude_0e960671a9cd7449,results\v06_claude_manual_reduction_response.md,manual_reduction,1,,sentence,data,﻿# Crypto Event Intelligence: Labeling Automation Decision,pending,,not_started,,0e960671a9cd7449
claude_d5bf8bbf8bd5f5b6,results\v06_claude_manual_reduction_response.md,manual_reduction,12,1. Decision Table: AI vs Human by Step,table_row,tg,**Publish-Review Approval** | AI + Human gate | 75% AI score | 100% of <75% | manual queue >20 items,pending,,not_started,,d5bf8bbf8bd5f5b6
claude_1beae6ded9429259,results\v06_claude_manual_reduction_response.md,manual_reduction,14,1. Decision Table: AI vs Human by Step,bullet,data,"**Rationale:** Manual review only on borderline cases (<75% AI confidence). Discard the 59 manual_review_required backlogâretrain on them as negative examples, don't label them.",pending,,not_started,,1beae6ded9429259
claude_c582172dd0fc479b,results\v06_claude_manual_reduction_response.md,manual_reduction,22,2. This Week Plan,bullet,data,"Genuinely ambiguous (set as holdout test set, don't label)",pending,,not_started,,c582172dd0fc479b
claude_32daa085836bbf1e,results\v06_claude_manual_reduction_response.md,manual_reduction,27,2. This Week Plan,bullet,tg,Route only <75% confidence to async Telegram review thread (not Notion),pending,,not_started,,32daa085836bbf1e
claude_a33542128ceb0130,results\v06_claude_manual_reduction_response.md,manual_reduction,28,2. This Week Plan,bullet,unknown,Log all decisions for drift detection,pending,,not_started,,a33542128ceb0130
claude_3ae1e917df9dd436,results\v06_claude_manual_review_release_rules.md,release_rules,4,AUTO-RELEASE CRITERIA (manual_review_required=FALSE),bullet,unknown,**ALL conditions must be met:**,pending,,not_started,,3ae1e917df9dd436
claude_568068a7994f2dae,results\v06_claude_manual_review_release_rules.md,release_rules,7,AUTO-RELEASE CRITERIA (manual_review_required=FALSE),numbered,unknown,`manual_decision` = `discard`,pending,,not_started,,568068a7994f2dae
claude_7123ee27d9050e70,results\v06_claude_manual_review_release_rules.md,release_rules,8,AUTO-RELEASE CRITERIA (manual_review_required=FALSE),numbered,unknown,"`route` â {`research_only`, `unsupported_research`}",pending,,not_started,,7123ee27d9050e70
claude_27c6e57d60e2a6bc,results\v06_claude_manual_review_release_rules.md,release_rules,11,AUTO-RELEASE CRITERIA (manual_review_required=FALSE),numbered,macro_policy,No macro_policy route entries,pending,,not_started,,27c6e57d60e2a6bc
claude_73140720ac4847d1,results\v06_claude_manual_review_release_rules.md,release_rules,22,MANDATORY HOLDOUT (manual_review_required=TRUE),table_row,tg,`manual_decision` = `approve_publish` | All 17 rows (publish gate),pending,,not_started,,73140720ac4847d1
claude_e408d2cbbc387926,results\v06_claude_manual_review_release_rules.md,release_rules,23,MANDATORY HOLDOUT (manual_review_required=TRUE),table_row,unknown,`manual_decision` = `keep_review` | All 7 rows (unresolved),pending,,not_started,,e408d2cbbc387926
claude_1b51fe30a430f107,results\v06_claude_manual_review_release_rules.md,release_rules,24,MANDATORY HOLDOUT (manual_review_required=TRUE),table_row,macro_policy,`route` = `macro_policy` | All 40 rows (policy risk),pending,,not_started,,1b51fe30a430f107
claude_e9d9e9c551ba8685,results\v06_claude_manual_review_release_rules.md,release_rules,25,MANDATORY HOLDOUT (manual_review_required=TRUE),table_row,unknown,`route` = `alpha_candidate` | All 4 rows (trading-adjacent),pending,,not_started,,e9d9e9c551ba8685
claude_e7062f91c6af1221,results\v06_claude_manual_review_release_rules.md,release_rules,36,IMPLEMENTATION,bullet,unknown,Route all others to manual queue,pending,,not_started,,e7062f91c6af1221
claude_36b10b29101d1b40,results\v06_claude_next_engineering_direction.md,engineering_direction,5,Why This Is The Right Next Step,sentence,tg,"You have **201 labeled samples with 59 manual_review_required flags**âa 29% friction rate. Before generating *any* TG drafts (even unpublished), you must:",pending,,not_started,,36b10b29101d1b40
claude_ca8843e0e931c5b1,results\v06_claude_next_engineering_direction.md,engineering_direction,34,Minimum Implementation Scope (1â2 Days),numbered,macro_policy,**Tighten AI labeling policy v0.6:**,pending,,not_started,,ca8843e0e931c5b1
claude_5266eb1b08fdeb02,results\v06_claude_next_engineering_direction.md,engineering_direction,37,Minimum Implementation Scope (1â2 Days),bullet,unknown,Document decision boundary.,pending,,not_started,,5266eb1b08fdeb02
claude_37870f5c8e458ff5,results\v06_claude_next_engineering_direction.md,engineering_direction,41,Minimum Implementation Scope (1â2 Days),bullet,data,Version labeling decisions.,pending,,not_started,,37870f5c8e458ff5
claude_020c89d96ac27106,results\v06_claude_next_engineering_direction.md,engineering_direction,51,Hard Acceptance Gates,bullet,macro_policy,[ ] Labeling policy v0.7 documented + tested on holdout set,pending,,not_started,,020c89d96ac27106
claude_19f00d37d8cb785e,results\v06_claude_next_engineering_direction.md,engineering_direction,54,Hard Acceptance Gates,bullet,tg,**If any gate fails:** loop B again. Do not proceed to TG drafts.,pending,,not_started,,19f00d37d8cb785e
claude_7de7834bc46fc662,results\v06_claude_question_backlog_response.md,question_backlog,3,Crypto Event Intelligence v0.6 - 架构与产品评估,sentence,product,我会按你的 10 个问题逐一回答，然后给出整体架构判断和下一步建议。先说核心结论，再展开细节。,pending,,not_started,,7de7834bc46fc662
claude_04352f3fc1c6128d,results\v06_claude_question_backlog_response.md,question_backlog,13,核心判断（先说结论）,bullet,tg,"🚨 **最大风险**：`other_review` = 212（42%）和 `missing_entity` = 204（41%）。这两个不是""决策""，是""系统看不懂""。在连 TG 之前必须先压下来。",pending,,not_started,,04352f3fc1c6128d
claude_7a021a3a6ec0fcf8,results\v06_claude_question_backlog_response.md,question_backlog,17,核心判断（先说结论）,sentence,tg,"> 不要急着把 TG 接上去。你现在缺的不是""发不发""的决策，而是""看不看得懂""的能力。如果 42% 的内容系统判不出类型，那 auto_publish 永远不可能可信。",pending,,not_started,,7a021a3a6ec0fcf8
claude_3601789eb533eb92,results\v06_claude_question_backlog_response.md,question_backlog,25,Q1 + Q2 + Q10：TG 发布策略（合并回答）,bullet,tg,**应该分两个 TG channel / topic，从 human_review 手动批准开始。**,pending,,not_started,,3601789eb533eb92
claude_1100d56fb3476e71,results\v06_claude_question_backlog_response.md,question_backlog,35,Q1 + Q2 + Q10：TG 发布策略（合并回答）,bullet,tg,**为什么不要 day-1 直接 auto_publish：**,pending,,not_started,,1100d56fb3476e71
claude_45b308720799e03c,results\v06_claude_question_backlog_response.md,question_backlog,40,Q1 + Q2 + Q10：TG 发布策略（合并回答）,bullet,tg,**auto_publish 的最小标准（v0.6 阶段建议不启用，v0.7 启用）：**,pending,,not_started,,45b308720799e03c
claude_398362496baa9be7,results\v06_claude_question_backlog_response.md,question_backlog,45,Q1 + Q2 + Q10：TG 发布策略（合并回答）,table_row,tg,primary_asset_symbol | 必须在 Binance 现货白名单,pending,,not_started,,398362496baa9be7
claude_7b7af9abd1a11442,results\v06_claude_question_backlog_response.md,question_backlog,52,Q1 + Q2 + Q10：TG 发布策略（合并回答）,bullet,tg,**最后一条最关键**：auto_publish 应该是**数据驱动的**，不是规则驱动的。,pending,,not_started,,7b7af9abd1a11442
claude_22c73c172c7939fc,results\v06_claude_question_backlog_response.md,question_backlog,69,Q3：BTC/ETH 基准（在 TOTAL3 之前）,bullet,asset_attribution,不要用纳斯达克 / SPY 做 benchmark（crypto 7×24，传统市场对不齐）,pending,,not_started,,22c73c172c7939fc
claude_14dc5468b74cc779,results\v06_claude_question_backlog_response.md,question_backlog,70,Q3：BTC/ETH 基准（在 TOTAL3 之前）,bullet,asset_attribution,不要用 DXY（除非是 macro 事件专门归因）,pending,,not_started,,14dc5468b74cc779
claude_01b7e2e00ac6cbe2,results\v06_claude_question_backlog_response.md,question_backlog,76,Q4 + Q5 + Q8 + Q9：可发布性边界（合并回答）,sentence,unknown,"这四个问题本质是同一个：**什么算""crypto event""？** 我建议你引入一个 `tradability_tier` 字段：",pending,,not_started,,01b7e2e00ac6cbe2
claude_afcc3a83143fdf0d,results\v06_claude_question_backlog_response.md,question_backlog,83,Q4 + Q5 + Q8 + Q9：可发布性边界（合并回答）,table_row,asset_attribution,T4 | 不支持的资产 | HYPE/ONDO/WLD 事件 | research-only，但**保留**，因为这是 v0.7 扩展 Binance 白名单的优先级信号,pending,,not_started,,afcc3a83143fdf0d
claude_b1494d2e5a5708ae,results\v06_claude_question_backlog_response.md,question_backlog,91,Q4 + Q5 + Q8 + Q9：可发布性边界（合并回答）,bullet,unknown,`hack_security` 应该专指**链上漏洞利用 / 协议被攻击**,pending,,not_started,,b1494d2e5a5708ae
claude_a2d5d701b93dedc8,results\v06_claude_question_backlog_response.md,question_backlog,92,Q4 + Q5 + Q8 + Q9：可发布性边界（合并回答）,bullet,macro_policy,`regulation_macro` 应该专指**政策 / 法规 / 央行 / 政府声明**,pending,,not_started,,a2d5d701b93dedc8
claude_e7758398fd4a6ccc,results\v06_claude_question_backlog_response.md,question_backlog,125,Q7：scraped 长文 / footer noise,numbered,tg,优先 Twitter / Telegram 原帖 over 转载的新闻站,pending,,not_started,,e7758398fd4a6ccc
claude_28c7fde0c6a61737,results\v06_claude_question_backlog_response.md,question_backlog,133,你做对的事,numbered,tg,**publish_decision 三态设计正确**（auto / review / discard）,pending,,not_started,,28c7fde0c6a61737
claude_963131d438349c39,results\v06_claude_question_backlog_response.md,question_backlog,140,你需要警惕的事,numbered,unknown,**relevance_score_realtime 的分布太窄**（top 都在 68-82 之间），说明 scoring 函数区分度不够。建议：,pending,,not_started,,963131d438349c39
claude_2ad3e903be20238d,results\v06_claude_question_backlog_response.md,question_backlog,142,你需要警惕的事,bullet,data,引入 source quality weight（CoinDesk vs 匿名 Twitter 应该差很多）,pending,,not_started,,2ad3e903be20238d
claude_399e5f21130a09bd,results\v06_claude_question_backlog_response.md,question_backlog,145,你需要警惕的事,numbered,unknown,"**`other_review` 212 条是黑洞**。这不是一个""决策""，是""系统不会判""。必须分析：",pending,,not_started,,399e5f21130a09bd
claude_005a008d820f44be,results\v06_claude_question_backlog_response.md,question_backlog,148,你需要警惕的事,bullet,unknown,建议抽样 30 条人工标注，反推 classifier 缺口,pending,,not_started,,005a008d820f44be
